Platform,Lat,Lon,Elevation (m),Year,Month,Day,Hour (UTC),Minute,Sounding Base (ft),Sounding Top (ft),Sounding Levels,CAPE (J/kg),700-500mb Lapse Rate (C/ft),850-500mb Lapse Rate (C/ft),LI (C),KI (C),Thompson Index (C),Total Totals (C),T 1000mb (C),T 850mb (C),T 700mb (C),T 500mb (C),Convective Temperature (C),1000-700mb RH (%),PWAT (mm),700-500mb Average RH (%),Surface-700mb Average RH (%),Surface-700mb Average Wind Speed (Kts),1000-700mb Average U-Wind Component (Kts),1000-700mb Average V-Wind Component (Kts),1000-850mb Average U-Wind Component (Kts),1000-850mb Average V-Wind Component (Kts),850-700mb Average U-Wind Component (Kts),850-700mb Average V-Wind Component (Kts),850-500mb Average U-Wind Component (Kts),850-500mb Average V-Wind Component (Kts),850mb Average U-Wind Component (Kts),850mb Average V-Wind Component (Kts),700mb Average U-Wind Component (Kts),700mb Average V-Wind Component (Kts),500mb Average U-Wind Component (Kts),500mb Average V-Wind Component (Kts),250mb Average U-Wind Component (Kts),250mb Average V-Wind Component (Kts),0-6km Shear (m/s),0-3km Storm Relative Helicity (m^2/s^2),Wet Bulb Zero Level (ft),Equilibrium Level (ft),Lowest Freezing Level (ft),-10C Level (ft),Cloud Depth Ratio,Energy Helicity Index,Bulk Richardson Number,Microburst Day Potential Index (MDPI),WINDEX,Datetime,Severe
KXMR,28.48,-80.55,5,2005,6,23,15,0,16.4,102887.1,119,741.12082,-0.001415305,-0.00160421,-1.5,30.3,31.8,42.2,25.2,15.6,5.4,-7.1,19.5,80.3,48.2,69.1,79.8,6.6,-0.1,-0.8,-4.6,-5.3,3.7,3.1,-0.3,4.7,-0.8,-2.8,5.0,8.8,-1.6,5.8,7.5,28.0,-0.411240139,-14.8,13005.4,40079.51945,15249.35258,20320.08759,0.323130238,-0.068553676,8764.517562,0.568839991,7.090418173,2005-06-23,0
KXMR,28.48,-80.55,5,2005,6,24,15,0,16.4,92998.7,108,252.7748595,-0.001527961,-0.001645087,-0.9,32.9,33.8,43.1,22.8,15.6,5.8,-7.7,20.0,83.9,49.9,84.9,84.1,18.6,-18.1,-3.8,-21.9,-3.3,-14.8,-4.3,-12.5,-8.7,-24.0,2.1,-15.3,-12.9,-10.4,-3.8,-21.3,21.3,10.297218,14.2,12920.0,24826.76402,13907.55057,20484.9068,0.521106585,0.022433769,4.7678662,0.439269714,4.234347349,2005-06-24,0
KXMR,28.48,-80.55,5,2005,6,25,15,0,16.4,102887.1,107,2081.489314,-0.001806804,-0.0015902,-6.9,27.1,34.0,42.8,25.2,16.0,9.4,-6.7,25.3,77.1,46.3,49.5,77.7,8.2,2.1,7.8,2.8,4.2,1.5,10.9,1.1,11.3,1.6,5.8,0.0,12.0,5.1,14.1,8.2,22.6,22.88629497,-11.1,13791.0,,15869.42308,20783.38688,,-0.144403321,7.947914733,1.091588299,2.905475158,2005-06-25,0
KXMR,28.48,-80.55,5,2005,6,26,15,0,16.4,97001.3,108,1251.652509,-0.001812142,-0.001830904,-4.2,13.1,17.3,40.2,26.4,19.0,9.0,-7.1,20.9,53.3,34.1,19.9,54.0,14.3,3.8,14.1,3.1,12.3,4.4,15.5,7.2,18.0,2.6,14.7,7.5,20.6,0.0,14.0,38.5,-6.8,16.22815732,6.8,10651.1,,15865.44317,21088.33205,,0.053195232,9.505508429,0.943740342,10.41808918,2005-06-26,0
KXMR,28.48,-80.55,5,2005,6,27,15,0,16.4,95000.0,109,976.6395365,-0.001808802,-0.001617106,-3.5,34.7,38.2,45.5,26.4,16.8,9.8,-6.3,21.5,88.3,59.2,70.6,87.6,6.6,-4.7,4.3,-5.9,5.6,-3.6,3.1,-2.0,6.6,-4.3,4.3,0.0,6.0,-0.5,6.0,18.8,-3.3,1.728250473,5.1,14425.6,,15351.4149,21635.49938,,0.031130385,653.9596135,0.828863661,11.48526391,2005-06-27,0
KXMR,28.48,-80.55,5,2005,6,28,15,0,16.4,102690.3,113,1355.942594,-0.001626647,-0.001588739,-4.6,33.5,38.1,44.0,26.2,17.2,9.0,-5.5,23.4,86.5,60.2,81.8,86.4,11.3,-8.9,6.7,-10.7,6.8,-7.3,6.7,-4.2,7.6,-7.3,5.1,-6.4,9.1,1.0,5.9,-8.4,-3.1,-7.72949097,11.5,15247.8,,15523.69146,22262.13982,,0.097458374,45.39097491,0.81576947,11.6018058,2005-06-28,0
KXMR,28.48,-80.55,5,2005,6,29,15,0,16.4,98999.3,97,897.6358153,-0.001559337,-0.00160421,-3.3,38.0,41.3,45.5,25.8,16.8,7.8,-6.1,22.0,94.1,61.2,87.1,93.6,6.9,1.8,5.1,-0.5,7.7,3.8,2.9,3.5,3.0,2.9,4.1,0.4,-4.1,6.3,6.3,2.4,-6.6,3.7710496,22.9,15176.5,,15924.46186,22050.52564,,0.128474126,126.2425269,0.574436114,4.924784306,2005-06-29,0
KXMR,28.48,-80.55,5,2005,6,30,15,0,16.4,102755.9,104,2892.02583,-0.00167029,-0.00158801,-5.9,35.2,41.1,44.7,24.2,16.8,9.0,-5.9,25.5,91.6,63.1,86.3,91.7,14.3,13.4,4.8,15.4,5.2,11.7,4.4,10.4,3.3,11.3,6.5,13.0,1.1,8.9,-0.8,11.6,-3.1,-1.940911427,34.9,15780.0,48951.66801,16154.37961,22187.22731,0.328320832,0.630823134,1535.397146,0.621455636,0.0,2005-06-30,0
KXMR,28.48,-80.55,5,2005,7,1,15,0,16.4,97001.3,121,1396.390584,-0.001534078,-0.001628489,-4.0,34.4,38.4,41.6,26.6,18.2,8.6,-5.1,22.7,76.2,54.9,78.4,76.2,16.3,16.4,2.3,14.3,1.2,18.2,3.2,12.6,-0.7,17.8,3.1,17.8,3.1,6.5,-4.6,22.8,-4.0,-4.1598176,-6.2,15399.6,,16141.7328,21745.58979,,-0.054110135,161.3943516,0.777343141,8.578529459,2005-07-01,0
KXMR,28.48,-80.55,5,2005,7,2,15,0,16.4,102985.6,121,3148.724841,-0.001734361,-0.001641338,-6.2,34.4,40.6,44.5,27.6,17.8,9.8,-5.7,24.2,87.9,58.3,64.5,87.6,15.4,14.9,3.8,14.2,5.4,15.5,2.4,13.7,3.4,14.7,2.6,14.7,2.6,14.8,8.6,10.7,-7.5,13.60688,30.1,14403.0,48923.78158,16612.08595,21590.8435,0.317103176,0.592353861,34.01320813,0.840485863,10.11319981,2005-07-02,0
KXMR,28.48,-80.55,5,2005,7,3,15,0,16.4,102952.8,87,2144.721992,-0.001670905,-0.001600532,-6.9,27.1,34.0,39.8,27.4,18.2,10.2,-4.7,26.1,72.6,47.2,37.1,72.9,14.1,12.1,7.5,11.0,6.4,13.1,8.4,10.5,7.8,16.5,4.4,10.2,12.2,13.9,1.2,3.3,2.3,17.61347727,-4.2,13298.5,,16656.82468,22172.78033,,-0.056298952,13.82645339,1.162166429,8.898766564,2005-07-03,0
KXMR,28.48,-80.55,5,2005,7,4,15,0,16.4,97001.3,116,936.209401,-0.001647265,-0.001642844,-2.8,25.7,28.5,40.0,27.2,18.2,9.4,-5.3,21.3,59.5,48.0,63.9,60.2,12.2,6.9,10.0,7.8,9.9,6.2,10.2,1.2,9.7,6.0,10.4,0.0,13.0,0.8,8.9,0.0,13.0,7.5615376,-18.1,15007.2,,16596.36169,21969.73496,,-0.105908688,32.74784766,0.818775174,9.124184798,2005-07-04,0
KXMR,28.48,-80.55,5,2005,7,5,15,0,16.4,102985.6,119,1881.621533,-0.00171324,-0.001696436,-6.6,21.5,28.1,40.6,26.4,19.2,10.2,-5.1,25.5,66.5,44.3,21.5,67.5,4.3,-1.3,2.7,-1.1,3.4,-1.6,2.1,0.5,2.8,1.3,4.9,-2.6,-3.1,5.4,4.5,3.4,-7.2,3.590934213,4.0,12893.1,,16793.15742,21684.51268,,0.047040538,291.8417175,1.437442824,9.732644812,2005-07-05,0
KXMR,28.48,-80.55,5,2005,7,6,15,0,16.4,102985.6,127,3115.069613,-0.001981984,-0.001850447,-7.6,6.1,13.7,43.0,26.8,19.6,10.8,-6.9,24.2,42.5,32.2,16.5,44.4,6.9,-1.3,6.0,-1.0,5.8,-1.6,6.2,-0.2,6.2,-3.4,7.2,2.9,4.1,-3.4,7.2,-16.5,4.4,1.716441575,8.9,10415.1,51067.70694,16693.58691,21482.53022,0.28698377,0.173275747,2114.655867,1.273197476,9.030655669,2005-07-06,0
KXMR,28.48,-80.55,5,2005,7,7,12,0,16.4,73999.3,89,2029.549742,-0.001914095,-0.001777768,-7.4,27.7,35.1,42.0,26.6,19.2,10.8,-6.3,25.5,61.1,44.6,43.2,62.4,11.3,-3.6,10.9,-3.0,9.7,-4.2,12.0,-1.3,9.7,-4.7,10.0,-0.9,10.1,7.7,6.5,9.5,-3.5,15.8811728,15.7,13533.7,,16080.44508,21162.11394,,0.199149568,16.0940206,1.023465078,8.266981702,2005-07-07,0
KXMR,28.48,-80.55,5,2005,7,8,12,0,16.4,102985.6,125,2274.221746,-0.001717025,-0.001656446,-6.4,32.3,38.7,46.4,27.0,18.6,10.2,-5.1,25.5,85.0,53.7,41.6,85.2,18.5,-12.1,14.2,-12.7,16.4,-11.6,12.3,-9.5,9.1,-8.6,12.3,-11.3,11.3,-6.5,7.7,-6.7,14.4,0.554566118,-24.6,13778.6,,16751.96904,21493.51192,,-0.349661594,14789.59018,1.308213841,5.167477883,2005-07-08,0
KXMR,28.48,-80.55,5,2005,7,9,12,0,16.4,103051.2,116,3230.391294,-0.001610137,-0.001829641,-9.2,28.1,37.3,43.2,27.4,20.0,8.2,-6.1,27.0,66.4,52.5,79.8,67.5,34.4,-25.1,24.3,-25.9,25.0,-24.4,23.6,-25.5,23.3,-24.7,24.7,-23.4,23.4,-25.4,9.2,-10.2,12.2,32.56538335,85.0,14541.1,,15169.16059,21197.17732,,1.716145375,6.092180144,1.119418587,12.97524703,2005-07-09,0
KXMR,28.48,-80.55,5,2005,7,10,13,0,16.4,102887.1,133,4543.851319,-0.001611923,-0.001634109,-8.3,32.3,40.6,45.0,26.4,17.6,8.6,-5.7,27.1,76.5,60.0,86.5,77.4,37.3,-14.8,34.7,-16.6,34.0,-13.2,35.4,-11.5,33.7,-16.1,34.5,-10.4,38.7,-2.6,30.0,3.0,-6.3,35.28247934,163.4,14734.8,52144.87508,15038.12188,22316.27368,0.287204167,4.64040816,7.30021946,1.082048976,10.52687662,2005-07-10,0
KXMR,28.48,-80.55,5,2005,7,11,15,0,16.4,102854.3,128,2883.946101,-0.001808136,-0.001687498,-6.9,25.7,32.6,45.2,26.4,17.6,9.6,-6.5,24.8,76.5,53.3,61.6,77.1,10.5,-3.2,10.1,-2.1,11.0,-4.2,9.4,-1.9,9.6,-3.8,10.4,-3.1,11.6,-2.3,8.6,-4.9,3.5,5.248995045,-3.9,12279.5,50845.27406,15416.66716,21277.264,0.285907122,-0.070296186,209.3460686,1.169838132,11.71044747,2005-07-11,0
KXMR,28.48,-80.55,5,2005,7,12,15,0,16.4,102920.0,116,1337.510594,-0.001834653,-0.001717479,-5.7,27.0,32.7,45.5,26.6,18.0,9.8,-6.5,23.6,72.5,52.0,54.7,73.3,3.5,-2.0,-0.5,-1.5,2.0,-2.5,-2.6,-2.0,-1.7,-0.2,-0.9,-2.5,-1.5,-4.5,-5.4,4.0,-22.8,3.95377056,6.6,13030.5,,15839.89552,22248.06674,,0.055172312,171.1213902,1.166266036,10.40389778,2005-07-12,1
KXMR,28.48,-80.55,5,2005,7,13,16,0,16.4,80000.0,106,2105.811902,-0.001766467,-0.001662545,-6.0,25.1,31.1,44.4,26.8,17.4,9.4,-6.3,23.3,71.8,50.1,62.1,71.9,2.1,-0.7,-0.6,-1.0,-0.7,-0.5,-0.4,0.4,0.2,-0.4,-2.0,-0.8,1.8,3.8,-1.4,6.8,-18.8,-5.951045481,5.0,12507.1,,15619.41455,21432.96154,,0.065806622,118.9222268,1.005495574,12.68828378,2005-07-13,0
KXMR,28.48,-80.55,5,2005,7,14,16,0,16.4,102887.1,113,5388.880694,-0.001991495,-0.00180243,-10.8,27.3,38.1,49.4,27.2,17.6,9.6,-8.1,26.1,73.1,51.2,68.6,73.4,4.1,1.8,2.3,-0.2,2.6,3.6,2.1,1.6,2.7,2.8,-0.8,2.0,3.5,4.3,4.3,-13.5,-13.5,-1.8855248,11.6,12121.8,50836.41548,15114.17371,20177.28317,0.283168869,0.39069385,3031.54533,1.378161323,15.65906819,2005-07-14,0
KXMR,28.48,-80.55,5,2005,7,15,15,0,16.4,97998.7,121,1739.138671,-0.001751075,-0.001836823,-6.5,35.4,41.9,47.2,26.8,18.0,7.4,-8.1,22.6,77.3,50.0,64.1,77.4,7.7,-0.3,7.4,0.9,8.7,-1.3,6.1,-3.6,5.7,0.7,7.9,-4.6,6.5,-4.4,2.5,-17.0,-1.5,-1.9049632,-4.0,13344.4,,15022.96636,20485.89304,,-0.043478467,958.4975937,1.093843434,11.91798627,2005-07-15,0
KXMR,28.48,-80.55,5,2005,7,16,15,0,16.4,102887.1,124,4773.206979,-0.001820208,-0.001836399,-9.6,29.3,38.9,45.2,26.8,18.2,8.2,-7.9,25.7,69.7,47.9,37.8,70.3,7.2,-5.9,3.8,-3.6,4.5,-7.9,3.2,-8.2,1.7,-7.7,2.1,-6.8,1.8,-13.9,1.2,-11.0,13.1,17.84340048,-12.9,12266.6,50239.6916,15033.84915,20806.43111,0.282848764,-0.384839813,29.9836857,1.387265025,15.14761478,2005-07-16,0
KXMR,28.48,-80.55,5,2005,7,17,15,0,16.4,102854.3,110,2204.486369,-0.00172337,-0.001649275,-7.2,29.0,36.2,43.3,26.4,17.2,9.0,-6.3,25.3,77.5,51.7,51.7,77.9,8.5,-8.2,1.6,-7.9,1.8,-8.4,1.5,-4.6,1.2,-10.1,-0.9,-5.5,-2.6,4.3,9.2,-1.0,5.9,8.254840533,13.4,13630.5,,16171.26036,21493.948,,0.184625733,64.70234744,1.054527637,9.454496532,2005-07-17,0
KXMR,28.48,-80.55,5,2005,7,18,15,0,16.4,57001.3,63,2329.473878,-0.001733725,-0.001600899,-6.9,23.5,30.4,39.8,27.0,17.6,10.2,-5.3,25.5,70.9,48.3,51.1,71.3,11.7,-11.0,4.3,-10.8,4.3,-11.2,4.3,-9.5,1.5,-9.8,2.6,-13.8,2.4,-4.1,-0.4,-5.5,-11.8,-7.5615376,8.1,14135.2,,16400.25375,21681.75529,,0.117929615,81.48311222,1.049836248,11.08729003,2005-07-18,0
KXMR,28.48,-80.55,5,2005,7,19,15,0,16.4,103084.0,92,5770.82,-0.001740752,-0.001715506,-9.7,29.5,39.2,45.0,26.8,18.0,9.0,-6.5,26.9,74.5,49.0,40.7,75.2,12.4,-12.0,3.4,-14.2,4.5,-10.1,2.5,-8.5,2.5,-11.9,2.1,-9.5,3.5,-4.6,-3.9,-38.2,-22.1,-1.8855248,3.4,12884.9,51319.68273,15787.54511,21262.36692,0.299841676,0.122629925,3246.407447,1.343666164,14.04007845,2005-07-19,0
KXMR,28.48,-80.55,5,2005,7,20,15,0,16.4,98999.3,129,2089.56281,-0.001849651,-0.001727923,-7.4,27.3,34.7,46.2,27.2,17.8,9.6,-6.9,24.6,80.9,48.1,24.7,80.9,11.7,-11.2,3.6,-9.6,4.7,-12.6,2.7,-10.0,1.1,-12.2,4.4,-12.1,7.0,-12.1,-7.0,-36.6,-6.4,14.64865007,3.7,11104.5,,16269.68556,20887.46786,,0.04832114,19.47557175,1.261360045,10.46556605,2005-07-20,0
KXMR,28.48,-80.55,5,2005,7,21,22,0,16.4,103051.2,113,3873.541666,-0.001852376,-0.001684789,-6.9,21.4,28.3,44.9,27.2,18.6,11.0,-5.5,24.7,72.0,50.2,42.5,72.6,6.6,-5.2,2.9,-7.6,3.1,-3.2,2.8,-3.5,0.5,-2.1,4.6,-4.8,-1.7,0.5,-1.9,5.0,8.8,-1.462572028,4.8,13423.4,49414.86578,15967.84828,21873.46327,0.291751674,0.11620625,3621.62685,1.168819987,13.51855627,2005-07-21,0
KXMR,28.48,-80.55,5,2005,7,22,12,0,16.4,98999.3,52,3873.541666,,,,,,,,,,,,,,,,6.8,-1.1,-6.7,-0.6,-7.2,-1.5,-6.3,2.0,-4.9,-2.4,-9.8,0.7,-4.6,2.7,-2.0,-3.4,9.9,-0.814416026,4.9,,,,,,0.118627214,11680.07431,,,2005-07-22,0
KXMR,28.48,-80.55,5,2005,7,23,12,0,16.4,102788.7,124,3035.198843,-0.001630247,-0.00177193,-8.6,27.1,35.7,39.6,26.4,19.8,9.0,-5.5,27.5,64.4,41.5,22.1,65.9,13.4,12.8,-3.8,15.8,-4.9,10.2,-2.8,8.9,-2.1,14.9,-1.3,9.6,-5.5,1.8,-6.8,-18.4,-4.9,3.790488,19.9,11429.3,,16780.78897,21757.5935,,0.377502856,422.5001733,1.507679312,3.695482567,2005-07-23,0
KXMR,28.48,-80.55,5,2005,7,24,15,0,16.4,103018.4,99,2645.145533,-0.00171324,-0.001490071,-8.6,15.8,24.4,39.1,27.2,16.0,10.0,-5.3,27.2,69.1,43.1,15.9,70.1,10.1,2.4,-9.3,1.8,-11.6,2.9,-7.3,2.0,-5.3,2.7,-9.9,6.1,-3.5,-19.0,-8.9,-11.3,4.1,14.91351561,-5.8,11547.9,,16362.52789,21851.05794,,-0.095886526,23.7858952,1.522290492,9.901914465,2005-07-24,0
KXMR,28.48,-80.55,5,2005,7,25,15,0,16.4,91000.7,124,764.2268361,-0.001554189,-0.001587281,-2.6,14.5,17.1,38.4,26.6,17.8,9.0,-4.9,21.6,65.6,39.6,21.0,66.0,8.0,-1.7,-7.5,-4.0,-10.4,0.3,-4.9,-1.3,-4.1,-2.3,-8.6,-0.7,-4.0,-4.6,-3.9,-26.1,-7.0,-2.646821124,-17.4,11121.1,,17106.59802,22712.55228,,-0.083109668,218.174051,0.933003816,5.248201956,2005-07-25,0
KXMR,28.48,-80.55,5,2005,7,26,14,0,16.4,96000.7,112,7.195873639,-0.001960309,-0.001711182,-1.9,-4.1,-2.2,32.0,26.4,18.4,11.4,-6.1,20.2,40.6,29.3,24.2,41.9,4.8,1.8,-2.4,2.6,-0.4,1.2,-4.1,-2.3,-1.8,10.1,-0.9,-6.9,-4.0,-3.7,1.7,-40.4,7.1,5.100718877,14.9,10674.7,,16664.09399,22026.85936,,0.000670116,0.553159974,0.871358872,5.371710077,2005-07-26,0
KXMR,28.48,-80.55,5,2005,7,27,15,0,16.4,103149.6,114,997.0273327,-0.001691466,-0.001655686,-3.7,26.9,30.6,40.4,27.4,18.2,9.6,-5.5,21.4,61.4,39.7,26.2,61.6,4.1,-1.4,-1.0,-1.0,-0.4,-1.8,-1.4,-3.4,-3.2,-6.3,-3.0,-1.5,-1.2,-8.5,-7.1,-30.0,-8.0,6.517647326,8.8,12995.6,,17155.51236,21401.76991,,0.054836503,46.94132524,1.085083916,9.70228736,2005-07-27,0
KXMR,28.48,-80.55,5,2005,7,28,15,0,16.4,97998.7,110,1509.129014,-0.001767772,-0.001746323,-4.8,19.9,24.7,39.8,27.6,19.0,9.8,-5.9,22.8,57.9,39.1,31.1,58.7,7.7,-4.8,2.8,-6.7,3.9,-3.1,1.9,-1.9,1.4,-10.0,1.8,6.3,3.0,-7.8,-7.8,-13.8,-2.4,10.46851897,0.7,12288.6,,15955.64356,21363.84478,,0.006602439,27.54139132,1.101060213,11.93185838,2005-07-28,0
KXMR,28.48,-80.55,5,2005,7,29,15,0,16.4,102952.8,130,945.5978185,-0.001773012,-0.001722232,-3.3,29.3,32.6,45.0,27.2,17.8,9.0,-6.7,20.5,70.0,45.6,42.3,70.3,8.8,3.2,8.2,3.6,11.3,2.8,5.5,0.0,2.6,4.7,10.0,1.3,4.9,-2.3,-8.6,-23.6,-8.6,8.973890821,19.0,12895.4,39751.52507,15043.68745,21211.10645,0.298759081,0.112289741,23.48415263,1.057106166,11.23156982,2005-07-29,0
KXMR,28.48,-80.55,5,2005,7,30,15,0,16.4,98999.3,123,1652.18263,-0.001750426,-0.001821486,-6.3,31.9,38.2,45.8,27.0,18.0,7.6,-7.9,22.3,66.0,48.2,64.5,66.5,10.8,-4.3,8.8,-8.6,7.9,-0.5,9.7,0.0,7.4,-4.3,9.2,2.6,9.8,-10.7,7.5,-8.8,1.6,13.11715773,52.9,13493.1,,14946.88634,20375.65682,,0.546252882,19.20474593,0.897720842,13.78069987,2005-07-30,0
KXMR,28.48,-80.55,5,2005,7,31,15,0,16.4,97001.3,101,920.465676,-0.001654564,-0.001747127,-3.3,27.3,30.6,41.8,26.8,18.4,8.2,-6.5,20.1,63.4,45.7,60.1,63.5,8.4,-0.9,8.2,-2.4,7.6,0.3,8.7,-3.0,13.1,-1.6,8.8,-1.1,13.0,-1.1,13.0,2.9,4.1,17.85593753,15.6,13501.7,,15684.84017,21405.85682,,0.089745403,5.773940158,0.59066149,11.04030951,2005-07-31,0
KXMR,28.48,-80.55,5,2005,8,1,15,0,16.4,102821.5,130,2595.004336,-0.001698332,-0.00177356,-5.6,36.7,42.3,47.0,27.2,18.8,8.6,-6.5,22.9,88.7,58.6,68.0,88.2,7.5,4.8,3.5,4.6,7.7,5.0,0.0,4.4,2.5,10.1,0.9,5.8,-1.6,4.3,4.3,-8.9,-0.8,2.137485833,59.4,14022.7,48434.17158,15444.37203,21668.30778,0.281622328,0.96339536,1135.956219,1.045284428,14.03932096,2005-08-01,0
KXMR,28.48,-80.55,5,2005,8,2,15,0,16.4,98999.3,126,1759.094583,-0.00134587,-0.00168745,-5.3,30.6,35.9,47.1,26.8,17.4,5.4,-6.5,23.0,80.9,47.1,41.3,80.9,6.7,5.7,-2.4,4.1,-2.8,7.1,-2.0,8.1,-1.8,3.5,2.0,7.0,0.6,7.0,-0.6,9.9,-6.9,4.530962459,-17.6,11389.3,,15554.73079,21784.12143,,-0.193500404,171.3713663,1.102191188,11.83358893,2005-08-02,0
KXMR,28.48,-80.55,5,2005,8,3,15,0,16.4,98999.3,120,2011.445355,-0.001677075,-0.001663694,-6.5,32.8,39.3,45.1,27.0,17.4,8.6,-6.3,24.1,78.1,49.2,52.6,78.0,11.4,11.5,-0.8,8.8,-0.2,13.8,-1.4,13.1,-1.6,13.8,2.4,13.8,-2.4,14.9,-1.3,3.8,8.1,18.60146134,7.3,13797.3,,15557.55029,21666.66736,,0.091772194,11.62636911,0.996092272,12.2794907,2005-08-03,0
KXMR,28.48,-80.55,5,2005,8,4,15,0,16.4,98999.3,135,2291.876171,-0.001859224,-0.001802845,-7.7,29.1,36.8,45.4,27.8,18.4,9.2,-7.3,23.9,68.6,47.2,38.6,68.8,9.9,9.5,-1.1,7.0,-0.3,11.7,-1.8,9.6,-1.5,13.8,2.4,9.8,-2.6,5.8,1.6,3.9,14.5,0.252082108,10.3,13573.6,,15682.53854,20683.50897,,0.147539529,72133.51597,1.209955873,14.35585329,2005-08-04,0
KXMR,28.48,-80.55,5,2005,8,6,15,0,16.4,97998.7,118,734.4535303,-0.001838727,-0.001820226,-3.5,25.3,28.8,42.8,25.8,18.4,8.8,-7.5,20.2,64.4,44.0,47.1,64.9,10.0,9.7,-1.1,8.5,-3.9,10.8,1.4,8.6,0.5,12.0,0.0,10.1,0.9,3.5,-2.0,-16.5,9.5,-0.604295523,-31.3,12414.8,,15114.82988,20711.94292,,-0.143677472,4022.495484,0.903976932,10.36071688,2005-08-06,0
KXMR,28.48,-80.55,5,2005,8,7,15,0,16.4,42001.3,66,922.6770244,-0.001747836,-0.00177642,-3.8,32.6,36.4,45.7,26.8,18.2,8.4,-7.1,20.6,70.4,49.5,69.0,70.5,6.7,5.5,3.4,3.6,2.9,7.2,3.8,7.3,5.0,4.0,6.9,13.8,2.4,-2.3,8.6,-6.5,11.3,10.90558122,3.1,13629.5,,14728.9566,21032.86264,,0.017876867,15.5160821,0.75597842,11.78624934,2005-08-07,0
KXMR,28.48,-80.55,5,2005,8,8,15,0,16.4,102755.9,104,317.7348572,-0.001566834,-0.001650795,-1.2,33.9,35.1,43.7,25.8,17.2,7.6,-6.3,19.1,76.7,52.5,81.2,76.3,7.2,-0.1,7.4,0.1,6.8,-0.3,7.9,1.3,8.3,0.0,8.9,-1.6,8.8,1.0,11.0,-5.0,5.0,19.6522224,0.9,14797.3,,15539.26096,20893.20933,,0.001787259,1.64540009,0.342007223,8.093033009,2005-08-08,0
KXMR,28.48,-80.55,5,2005,8,9,15,0,16.4,102920.0,110,2720.715333,-0.001768426,-0.001720249,-8.7,32.6,41.3,44.0,27.2,17.4,8.6,-7.1,25.3,73.9,51.4,73.4,73.9,10.2,4.9,8.9,3.3,7.7,6.4,9.9,7.9,9.3,3.9,14.5,8.4,10.0,9.2,7.8,-4.8,1.7,15.4924048,20.7,14470.8,,15609.60579,21250.32233,,0.351992546,22.67124799,1.058454644,12.28459793,2005-08-09,0
KXMR,28.48,-80.55,5,2005,8,10,15,0,16.4,102723.1,97,,-0.001900782,-0.001904147,,29.3,,47.8,,20.4,9.4,-7.5,13.6,,21.2,41.0,,,,,,,3.2,-1.2,6.3,1.7,-1.1,-1.6,8.1,3.8,10.1,0.0,-13.5,13.5,,-20.0,12022.9,,15605.79558,20848.47634,,,,0.860956994,,2005-08-10,0
KXMR,28.48,-80.55,5,2005,8,11,15,0,16.4,98999.3,108,1539.544238,-0.001786991,-0.001744316,-5.1,29.5,34.6,43.8,27.2,18.6,9.6,-6.3,22.4,71.4,44.8,31.3,71.5,4.9,2.7,3.1,-0.1,2.5,5.0,3.7,7.7,4.0,2.0,3.5,10.4,3.8,11.3,4.1,2.9,4.1,19.44793348,6.1,12594.1,,15984.73213,20927.54098,,0.058695124,8.140953002,1.030208896,11.31952255,2005-08-11,0
KXMR,28.48,-80.55,5,2005,8,12,15,0,16.4,50000.0,80,1584.081372,-0.001700214,-0.001829641,-6.3,33.4,39.7,44.2,28.0,19.2,8.2,-6.9,23.2,76.8,51.8,53.6,76.7,4.7,1.9,3.2,0.6,4.0,3.1,2.6,5.3,1.7,-1.6,5.8,5.9,1.0,3.8,-1.4,-2.7,-1.0,2.2548544,1.7,12955.8,,16031.69847,21550.50338,,0.016830865,623.1182551,1.013639239,12.6485455,2005-08-12,0
KXMR,28.48,-80.55,5,2005,8,13,10,0,16.4,102690.3,127,414.0997867,-0.00174011,-0.001728716,-1.3,27.5,28.8,43.4,26.8,18.8,9.6,-5.9,20.7,76.9,53.3,48.7,77.7,4.9,-1.0,1.9,0.7,5.4,-2.4,-1.3,1.6,-1.9,-3.3,2.3,2.9,-4.1,-4.0,0.7,-13.6,-6.3,6.591777422,-19.2,13500.6,,16233.59632,21343.93399,,-0.049691974,19.06030884,1.284529068,0.0,2005-08-13,0
KXMR,28.48,-80.55,5,2005,8,14,15,0,16.4,95000.0,125,2151.440765,-0.001858537,-0.001872563,-7.7,35.5,43.2,49.4,28.4,18.8,8.6,-7.9,23.1,75.9,50.4,40.8,75.8,5.3,4.6,0.7,3.3,2.1,5.7,-0.4,2.7,-2.9,1.0,2.7,7.0,0.0,-0.8,2.8,-29.2,10.6,0.994348923,5.5,12511.6,,15834.06292,20485.89304,,0.073955776,4351.92872,1.198556942,13.41261972,2005-08-14,1
KXMR,28.48,-80.55,5,2005,8,15,10,0,16.4,102887.1,113,,-0.001833976,-0.001802015,,32.6,,47.3,,18.0,8.6,-7.7,13.1,,23.8,41.2,,,,,,,-0.7,-0.1,-0.2,8.1,-2.9,2.9,-3.4,7.2,-5.7,21.2,-11.0,30.1,,17.6,13392.2,,16033.46508,20596.64483,,,,0.651515374,,2005-08-15,0
